 :::: VPP results :::: 
      V_tw   alfa_tw         V       VMG       phi         b         F    Fdrive     Fside     Mheel      Rtot  Rrh+RrhH  Rvh+RvhH  Rrk+RrkH       Rvk        Ri       Rvr
     12.10     74.00      1.12      0.31     52.51      0.00      1.00     16.51     23.63     32.78     16.51      0.97      2.63      6.83      1.16      4.64      0.28 
     12.10     75.00      1.13      0.29     51.97      0.00      1.00     16.50     23.74     32.54     16.50      1.00      2.66      6.85      1.17      4.53      0.29 
     12.10     76.00      1.13      0.27     51.47      0.00      1.00     16.40     23.84     32.32     16.40      1.00      2.67      6.81      1.17      4.46      0.29 
     12.10     77.00      1.13      0.25     51.02      0.00      1.00     16.25     23.92     32.12     16.25      0.98      2.67      6.72      1.17      4.42      0.29 
     12.10     78.00      1.13      0.23     50.63      0.00      1.00     16.07     23.99     31.94     16.07      0.96      2.65      6.62      1.16      4.39      0.28 
     12.10     79.00      1.12      0.21     50.28      0.00      1.00     15.87     24.05     31.78     15.87      0.92      2.63      6.50      1.15      4.38      0.28 
     12.10     80.00      1.11      0.19     49.99      0.00      1.00     15.68     24.09     31.64     15.68      0.89      2.60      6.39      1.14      4.38      0.28 
     12.10     81.00      1.11      0.17     49.73      0.00      1.00     15.52     24.13     31.53     15.52      0.87      2.58      6.30      1.13      4.37      0.28 
     12.10     82.00      1.11      0.15     49.51      0.00      1.00     15.41     24.16     31.42     15.41      0.85      2.57      6.23      1.13      4.36      0.28 
     12.10     83.00      1.10      0.13     49.33      0.00      1.00     15.36     24.18     31.34     15.36      0.85      2.57      6.21      1.13      4.34      0.27 
     12.10     84.00      1.11      0.12     49.17      0.00      1.00     15.38     24.20     31.26     15.38      0.86      2.59      6.23      1.13      4.30      0.28 
     12.10     85.00      1.12      0.10     49.02      0.00      1.00     15.48     24.22     31.19     15.48      0.90      2.62      6.30      1.15      4.24      0.28 
     12.10     86.00      1.13      0.08     48.88      0.00      1.00     15.67     24.24     31.12     15.67      0.95      2.68      6.44      1.17      4.15      0.29 
     12.10     87.00      1.15      0.06     48.74      0.00      1.00     15.95     24.25     31.06     15.95      1.03      2.75      6.62      1.20      4.05      0.29 
     12.10     88.00      1.17      0.04     48.60      0.00      1.00     16.32     24.27     30.99     16.32      1.14      2.85      6.85      1.24      3.94      0.30 
     12.10     89.00      1.19      0.02     48.44      0.00      1.00     16.80     24.29     30.92     16.80      1.29      2.96      7.14      1.29      3.81      0.31 
     12.10     90.00      1.22      0.00     48.29      0.00      1.00     17.33     24.30     30.84     17.33      1.47      3.08      7.44      1.33      3.69      0.33 
     12.10     91.00      1.25     -0.02     48.15      0.00      1.00     17.89     24.31     30.78     17.89      1.66      3.19      7.74      1.38      3.58      0.34 
     12.10     92.00      1.27     -0.04     48.02      0.00      1.00     18.48     24.33     30.71     18.48      1.87      3.31      8.04      1.43      3.47      0.35 
     12.10     93.00      1.29     -0.07     47.89      0.00      1.00     19.10     24.34     30.65     19.10      2.11      3.42      8.35      1.48      3.38      0.36 
     12.10     94.00      1.32     -0.09     47.76      0.00      1.00     19.75     24.35     30.59     19.75      2.37      3.54      8.65      1.53      3.29      0.37 
     12.10     95.00      1.34     -0.12     47.63      0.00      1.00     20.43     24.36     30.52     20.43      2.65      3.65      8.96      1.57      3.21      0.38 
     12.10     96.00      1.36     -0.14     47.49      0.00      1.00     21.14     24.37     30.46     21.14      2.96      3.76      9.27      1.62      3.14      0.39 
     12.10     97.00      1.39     -0.17     47.34      0.00      1.00     21.88     24.38     30.38     21.88      3.30      3.87      9.58      1.66      3.07      0.40 
     12.10     98.00      1.41     -0.20     47.17      0.00      1.00     22.65     24.39     30.30     22.65      3.66      3.98      9.88      1.71      3.00      0.42 
     12.10     99.00      1.43     -0.22     46.99      0.00      1.00     23.45     24.40     30.21     23.45      4.05      4.09     10.19      1.75      2.93      0.43 
     12.10    100.00      1.45     -0.25     46.78      0.00      1.00     24.26     24.41     30.11     24.26      4.47      4.20     10.50      1.79      2.87      0.44 
     12.10    101.00      1.47     -0.28     46.55      0.00      1.00     25.10     24.43     30.00     25.10      4.91      4.30     10.80      1.84      2.81      0.45 
     12.10    102.00      1.49     -0.31     46.29      0.00      1.00     25.96     24.44     29.87     25.96      5.37      4.40     11.11      1.88      2.75      0.46 
     12.10    103.00      1.51     -0.34     46.00      0.00      1.00     26.82     24.45     29.72     26.82      5.85      4.51     11.40      1.92      2.68      0.47 
     12.10    104.00      1.52     -0.37     45.68      0.00      1.00     27.70     24.45     29.56     27.70      6.33      4.61     11.69      1.96      2.62      0.48 
     12.10    105.00      1.54     -0.40     45.33      0.00      1.00     28.57     24.46     29.38     28.57      6.83      4.71     11.98      2.00      2.56      0.49 
     12.10    106.00      1.56     -0.43     44.97      0.00      1.00     29.44     24.46     29.20     29.44      7.33      4.81     12.26      2.04      2.50      0.50 
     12.10    107.00      1.58     -0.46     44.61      0.00      1.00     30.31     24.46     29.02     30.31      7.83      4.91     12.54      2.08      2.44      0.50 
     12.10    108.00      1.59     -0.49     44.25      0.00      1.00     31.18     24.45     28.83     31.18      8.33      5.01     12.82      2.12      2.39      0.51 
     12.10    109.00      1.61     -0.52     43.89      0.00      1.00     32.04     24.44     28.64     32.04      8.82      5.11     13.09      2.16      2.34      0.52 
     12.10    110.00      1.63     -0.56     43.51      0.00      1.00     32.90     24.43     28.45     32.90      9.32      5.21     13.36      2.19      2.28      0.53 
     12.10    111.00      1.64     -0.59     43.14      0.00      1.00     33.75     24.41     28.25     33.75      9.81      5.31     13.63      2.23      2.23      0.54 
     12.10    112.00      1.66     -0.62     42.76      0.00      1.00     34.60     24.39     28.05     34.60     10.30      5.41     13.89      2.27      2.18      0.55 
     12.10    113.00      1.68     -0.65     42.37      0.00      1.00     35.44     24.36     27.84     35.44     10.78      5.51     14.15      2.31      2.13      0.56 
     12.10    114.00      1.69     -0.69     41.97      0.00      1.00     36.28     24.33     27.63     36.28     11.26      5.61     14.41      2.35      2.08      0.57 
     12.10    115.00      1.71     -0.72     41.57      0.00      1.00     37.10     24.29     27.42     37.10     11.73      5.71     14.66      2.39      2.03      0.58 
     12.10    116.00      1.72     -0.76     41.17      0.00      1.00     37.92     24.24     27.20     37.92     12.21      5.81     14.91      2.42      1.99      0.59 
     12.10    117.00      1.74     -0.79     40.75      0.00      1.00     38.74     24.19     26.97     38.74     12.69      5.91     15.14      2.46      1.94      0.60 
     12.10    118.00      1.75     -0.82     40.33      0.00      1.00     39.54     24.14     26.74     39.54     13.18      6.01     15.36      2.50      1.89      0.61 
     12.10    119.00      1.77     -0.86     39.89      0.00      1.00     40.34     24.07     26.50     40.34     13.68      6.10     15.56      2.54      1.85      0.62 
     12.10    120.00      1.78     -0.89     39.45      0.00      1.00     41.13     24.00     26.25     41.13     14.18      6.20     15.74      2.57      1.80      0.62 
     12.10    121.00      1.80     -0.93     39.00      0.00      1.00     41.90     23.93     26.00     41.90     14.70      6.30     15.91      2.61      1.76      0.63 
     12.10    122.00      1.81     -0.96     38.54      0.00      1.00     42.67     23.84     25.74     42.67     15.22      6.39     16.06      2.64      1.71      0.64 
     12.10    123.00      1.82     -0.99     38.07      0.00      1.00     43.42     23.75     25.47     43.42     15.76      6.48     16.19      2.68      1.67      0.65 
     12.10    124.00      1.84     -1.03     37.58      0.00      1.00     44.16     23.65     25.20     44.16     16.30      6.57     16.30      2.71      1.63      0.66 
     12.10    125.00      1.85     -1.06     37.09      0.00      1.00     44.89     23.53     24.92     44.89     16.85      6.66     16.40      2.74      1.58      0.66 
     12.10    126.00      1.86     -1.09     36.58      0.00      1.00     45.60     23.41     24.62     45.60     17.40      6.75     16.47      2.77      1.54      0.67 
     12.10    127.00      1.87     -1.13     36.07      0.00      1.00     46.30     23.28     24.32     46.30     17.96      6.84     16.52      2.80      1.50      0.68 
     12.10    128.00      1.89     -1.16     35.54      0.00      1.00     46.97     23.14     24.01     46.97     18.52      6.92     16.56      2.83      1.45      0.69 
     12.10    129.00      1.90     -1.19     34.99      0.00      1.00     47.63     22.98     23.69     47.63     19.08      7.01     16.58      2.86      1.41      0.69 
     12.10    130.00      1.91     -1.23     34.44      0.00      1.00     48.27     22.82     23.36     48.27     19.65      7.09     16.58      2.89      1.37      0.70 
     12.10    131.00      1.92     -1.26     33.87      0.00      1.00     48.89     22.64     23.03     48.89     20.21      7.17     16.56      2.92      1.32      0.71 
     12.10    132.00      1.93     -1.29     33.29      0.00      1.00     49.48     22.45     22.68     49.48     20.76      7.25     16.53      2.95      1.28      0.72 
     12.10    133.00      1.94     -1.32     32.69      0.00      1.00     50.05     22.24     22.31     50.05     21.30      7.33     16.48      2.98      1.23      0.72 
     12.10    134.00      1.95     -1.36     32.08      0.00      1.00     50.59     22.02     21.94     50.59     21.82      7.42     16.42      3.01      1.19      0.73 
     12.10    135.00      1.96     -1.39     31.46      0.00      1.00     51.10     21.78     21.56     51.10     22.33      7.51     16.34      3.04      1.15      0.74 
     12.10    136.00      1.97     -1.42     30.82      0.00      1.00     51.58     21.53     21.17     51.58     22.81      7.60     16.25      3.07      1.10      0.74 
     12.10    137.00      1.99     -1.45     30.16      0.00      1.00     52.03     21.25     20.76     52.03     23.28      7.69     16.15      3.10      1.06      0.75 
     12.10    138.00      2.00     -1.48     29.50      0.00      1.00     52.45     20.97     20.34     52.45     23.74      7.79     16.04      3.13      0.98      0.76 
     12.10    139.00      2.01     -1.52     28.82      0.00      1.00     52.83     20.66     19.91     52.83     24.17      7.90     15.92      3.17      0.90      0.77 
     12.10    140.00      2.02     -1.55     28.12      0.00      1.00     53.17     20.34     19.47     53.17     24.57      8.02     15.78      3.20      0.83      0.78 
     12.10    141.00      2.03     -1.58     27.41      0.00      1.00     53.48     19.99     19.02     53.48     24.92      8.14     15.63      3.24      0.77      0.78 
     12.10    142.00      2.05     -1.61     26.69      0.00      1.00     53.75     19.63     18.56     53.75     25.23      8.27     15.47      3.27      0.72      0.79 
     12.10    143.00      2.06     -1.65     25.95      0.00      1.00     53.98     19.25     18.08     53.98     25.50      8.41     15.29      3.31      0.67      0.80 
     12.10    144.00      2.08     -1.68     25.20      0.00      1.00     54.17     18.85     17.59     54.17     25.71      8.56     15.10      3.35      0.62      0.81 
     12.10    145.00      2.09     -1.71     24.44      0.00      1.00     54.30     18.43     17.10     54.30     25.87      8.73     14.91      3.40      0.58      0.82 
     12.10    146.00      2.11     -1.75     23.67      0.00      1.00     54.39     17.99     16.59     54.39     25.94      8.92     14.70      3.45      0.54      0.83 
     12.10    147.00      2.13     -1.79     22.88      0.00      1.00     54.41     17.53     16.07     54.41     25.92      9.14     14.49      3.51      0.51      0.85 
     12.10    148.00      2.16     -1.83     22.09      0.00      1.00     54.37     17.05     15.54     54.37     25.76      9.41     14.27      3.58      0.47      0.87 
     12.10    149.00      2.19     -1.87     21.28      0.00      1.00     54.23     16.54     14.99     54.23     25.43      9.73     14.07      3.67      0.44      0.89 
     12.10    150.00      2.22     -1.93     20.46      0.00      1.00     53.98     16.02     14.44     53.98     24.82     10.14     13.91      3.78      0.41      0.91 
     12.10    151.00      2.27     -1.99     19.63      0.00      1.00     53.64     15.48     13.88     53.64     23.96     10.62     13.82      3.92      0.39      0.95 
     12.10    152.00      2.31     -2.04     18.79      0.00      1.00     53.30     14.92     13.31     53.30     23.06     11.08     13.77      4.04      0.36      0.98 
     12.10    153.00      2.34     -2.09     17.96      0.00      1.00     53.00     14.35     12.74     53.00     22.34     11.49     13.70      4.14      0.33      1.00 
     12.10    154.00      2.37     -2.13     17.14      0.00      1.00     52.74     13.78     12.18     52.74     21.77     11.84     13.59      4.22      0.30      1.02 
     12.10    155.00      2.39     -2.16     16.32      0.00      1.00     52.50     13.20     11.61     52.50     21.32     12.15     13.44      4.28      0.28      1.03 
     12.10    156.00      2.40     -2.20     15.51      0.00      1.00     52.26     12.61     11.05     52.26     20.95     12.44     13.25      4.33      0.25      1.05 
     12.10    157.00      2.42     -2.22     14.71      0.00      1.00     52.02     12.01     10.49     52.02     20.64     12.71     13.02      4.37      0.22      1.06 
     12.10    158.00      2.43     -2.25     13.91      0.00      1.00     51.78     11.42      9.93     51.78     20.37     12.97     12.78      4.41      0.19      1.06 
     12.10    159.00      2.44     -2.28     13.12      0.00      1.00     51.53     10.82      9.38     51.53     20.13     13.22     12.51      4.44      0.17      1.07 
     12.10    160.00      2.45     -2.30     12.35      0.00      1.00     51.28     10.22      8.83     51.28     19.92     13.46     12.22      4.46      0.15      1.08 
     12.10    161.00      2.45     -2.32     11.58      0.00      1.00     51.02      9.62      8.29     51.02     19.72     13.69     11.91      4.48      0.12      1.08 
     12.10    162.00      2.46     -2.34     10.82      0.00      1.00     50.76      9.02      7.76     50.76     19.55     13.92     11.59      4.50      0.11      1.09 
     12.10    163.00      2.46     -2.36     10.08      0.00      1.00     50.49      8.43      7.23     50.49     19.39     14.14     11.26      4.52      0.09      1.09 
     12.10    164.00      2.47     -2.37      9.36      0.00      1.00     50.22      7.85      6.72     50.22     19.24     14.36     10.93      4.53      0.07      1.09 
     12.10    165.00      2.47     -2.39      8.64      0.00      1.00     49.95      7.27      6.21     49.95     19.10     14.58     10.58      4.55      0.06      1.10 
     12.10    166.00      2.47     -2.40      7.95      0.00      1.00     49.68      6.70      5.71     49.68     18.97     14.78     10.24      4.56      0.05      1.10 
     12.10    167.00      2.48     -2.41      7.27      0.00      1.00     49.41      6.14      5.23     49.41     18.85     14.97      9.89      4.57      0.04      1.10 
     12.10    168.00      2.48     -2.43      6.60      0.00      1.00     49.15      5.59      4.75     49.15     18.74     15.15      9.54      4.57      0.03      1.10 
     12.10    169.00      2.48     -2.44      5.96      0.00      1.00     48.88      5.05      4.29     48.88     18.65     15.32      9.20      4.58      0.02      1.11 
     12.10    170.00      2.49     -2.45      5.33      0.00      1.00     48.62      4.52      3.84     48.62     18.56     15.47      8.87      4.59      0.02      1.11 
     12.10    171.00      2.49     -2.46      4.72      0.00      1.00     48.36      4.01      3.40     48.36     18.49     15.61      8.54      4.60      0.01      1.11 
     12.10    172.00      2.49     -2.46      4.12      0.00      1.00     48.11      3.51      2.97     48.11     18.43     15.73      8.22      4.60      0.01      1.11 
     12.10    173.00      2.49     -2.47      3.55      0.00      1.00     47.86      3.02      2.56     47.86     18.39     15.84      7.90      4.61      0.01      1.11 
     12.10    174.00      2.49     -2.48      2.99      0.00      1.00     47.62      2.55      2.16     47.62     18.36     15.93      7.60      4.61      0.00      1.11 
     12.10    175.00      2.49     -2.48      2.45      0.00      1.00     47.39      2.09      1.77     47.39     18.34     16.00      7.31      4.62      0.00      1.12 
     12.10    176.00      2.50     -2.49      1.93      0.00      1.00     47.16      1.64      1.39     47.16     18.33     16.06      7.03      4.62      0.00      1.12 
     12.10    177.00      2.50     -2.49      1.42      0.00      1.00     46.95      1.21      1.02     46.95     18.34     16.10      6.75      4.63      0.00      1.12 
     12.10    178.00      2.50     -2.50      0.93      0.00      1.00     46.74      0.79      0.67     46.74     18.36     16.13      6.49      4.64      0.00      1.12 
     12.10    179.00      2.50     -2.50      0.46      0.00      1.00     46.55      0.39      0.33     46.55     18.40     16.15      6.24      4.64      0.00      1.12 
     12.10    180.00      2.50     -2.50      0.00      0.00      1.00     46.37      0.00      0.00     46.37     18.45     16.14      6.00      4.65      0.00      1.12 
     12.60     40.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     41.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     42.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     43.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     44.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     45.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     46.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     47.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     48.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     49.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     50.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     51.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     52.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     53.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     54.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     55.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     56.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     57.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     58.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     59.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     60.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     61.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     62.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     63.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     64.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     65.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     66.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     67.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     68.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     12.60     69.00      0.90      0.32     56.78      0.00      0.98     14.79     22.42     34.56     14.79      0.27      1.76      4.71      0.80      7.06      0.20 
     12.60     70.00      0.98      0.34     56.78      0.00      1.00     15.46     22.42     34.56     15.46      0.45      2.04      5.58      0.92      6.25      0.22 
     12.60     71.00      1.03      0.34     56.14      0.00      1.00     15.98     22.64     34.31     15.98      0.62      2.24      6.16      1.00      5.70      0.25 
     12.60     72.00      1.07      0.33     55.48      0.00      1.00     16.38     22.84     34.04     16.38      0.77      2.40      6.55      1.07      5.34      0.26 
     12.60     73.00      1.10      0.32     54.83      0.00      1.00     16.65     23.04     33.77     16.65      0.88      2.51      6.80      1.11      5.08      0.27 
     12.60     74.00      1.12      0.31     54.20      0.00      1.00     16.80     23.21     33.51     16.80      0.95      2.58      6.94      1.14      4.89      0.28 
     12.60     75.00      1.13      0.29     53.62      0.00      1.00     16.83     23.36     33.26     16.83      0.99      2.63      6.99      1.16      4.77      0.28 
     12.60     76.00      1.13      0.27     53.09      0.00      1.00     16.77     23.49     33.04     16.77      1.01      2.65      6.98      1.17      4.68      0.29 
     12.60     77.00      1.13      0.25     52.61      0.00      1.00     16.63     23.60     32.83     16.63      1.00      2.65      6.91      1.17      4.62      0.29 
     12.60     78.00      1.13      0.23     52.19      0.00      1.00     16.45     23.70     32.64     16.45      0.97      2.64      6.81      1.16      4.59      0.28 
     12.60     79.00      1.12      0.21     51.82      0.00      1.00     16.25     23.77     32.48     16.25      0.94      2.61      6.69      1.15      4.58      0.28 
     12.60     80.00      1.11      0.19     51.50      0.00      1.00     16.05     23.83     32.33     16.05      0.90      2.59      6.57      1.14      4.57      0.28 
     12.60     81.00      1.11      0.17     51.23      0.00      1.00     15.88     23.89     32.21     15.88      0.88      2.57      6.46      1.13      4.57      0.28 
     12.60     82.00      1.10      0.15     51.00      0.00      1.00     15.76     23.93     32.11     15.76      0.86      2.55      6.39      1.12      4.57      0.27 
     12.60     83.00      1.10      0.13     50.80      0.00      1.00     15.69     23.96     32.02     15.69      0.85      2.55      6.36      1.12      4.55      0.27 
     12.60     84.00      1.11      0.12     50.63      0.00      1.00     15.71     23.99     31.94     15.71      0.86      2.56      6.37      1.13      4.50      0.28 
     12.60     85.00      1.11      0.10     50.48      0.00      1.00     15.81     24.02     31.87     15.81      0.90      2.60      6.45      1.14      4.44      0.28 
     12.60     86.00      1.13      0.08     50.34      0.00      1.00     16.00     24.04     31.81     16.00      0.96      2.65      6.59      1.16      4.35      0.28 
     12.60     87.00      1.14      0.06     50.20      0.00      1.00     16.29     24.06     31.74     16.29      1.04      2.73      6.78      1.20      4.24      0.29 
     12.60     88.00      1.17      0.04     50.05      0.00      1.00     16.69     24.08     31.67     16.69      1.16      2.83      7.04      1.24      4.12      0.30 
     12.60     89.00      1.19      0.02     49.90      0.00      1.00     17.19     24.11     31.60     17.19      1.32      2.95      7.34      1.29      3.98      0.31 
     12.60     90.00      1.22      0.00     49.74      0.00      1.00     17.76     24.13     31.53     17.76      1.51      3.07      7.67      1.34      3.85      0.33 
     12.60     91.00      1.25     -0.02     49.60      0.00      1.00     18.35     24.15     31.47     18.35      1.72      3.19      7.99      1.39      3.73      0.34 
     12.60     92.00      1.27     -0.04     49.47      0.00      1.00     18.98     24.16     31.40     18.98      1.95      3.31      8.32      1.44      3.62      0.35 
     12.60     93.00      1.30     -0.07     49.35      0.00      1.00     19.64     24.18     31.34     19.64      2.20      3.43      8.64      1.49      3.52      0.36 
     12.60     94.00      1.32     -0.09     49.22      0.00      1.00     20.34     24.20     31.29     20.34      2.48      3.55      8.97      1.53      3.43      0.37 
     12.60     95.00      1.35     -0.12     49.09      0.00      1.00     21.07     24.21     31.22     21.07      2.79      3.66      9.30      1.58      3.35      0.39 
     12.60     96.00      1.37     -0.14     48.95      0.00      1.00     21.83     24.23     31.16     21.83      3.13      3.78      9.63      1.63      3.27      0.40 
     12.60     97.00      1.39     -0.17     48.80      0.00      1.00     22.62     24.25     31.09     22.62      3.49      3.89      9.96      1.68      3.19      0.41 
     12.60     98.00      1.41     -0.20     48.64      0.00      1.00     23.45     24.27     31.01     23.45      3.89      4.00     10.29      1.72      3.12      0.42 
     12.60     99.00      1.44     -0.22     48.45      0.00      1.00     24.31     24.28     30.92     24.31      4.32      4.11     10.63      1.77      3.05      0.43 
     12.60    100.00      1.46     -0.25     48.24      0.00      1.00     25.19     24.31     30.82     25.19      4.77      4.22     10.96      1.81      2.99      0.44 
     12.60    101.00      1.48     -0.28     48.01      0.00      1.00     26.09     24.33     30.71     26.09      5.25      4.33     11.28      1.85      2.92      0.45 
     12.60    102.00      1.50     -0.31     47.74      0.00      1.00     27.01     24.35     30.58     27.01      5.75      4.44     11.61      1.90      2.86      0.46 
     12.60    103.00      1.52     -0.34     47.44      0.00      1.00     27.94     24.37     30.43     27.94      6.27      4.54     11.93      1.94      2.80      0.47 
     12.60    104.00      1.53     -0.37     47.11      0.00      1.00     28.88     24.40     30.27     28.88      6.80      4.65     12.24      1.98      2.73      0.48 
     12.60    105.00      1.55     -0.40     46.77      0.00      1.00     29.82     24.42     30.10     29.82      7.33      4.75     12.55      2.02      2.67      0.49 
     12.60    106.00      1.57     -0.43     46.42      0.00      1.00     30.76     24.43     29.93     30.76      7.87      4.86     12.86      2.06      2.61      0.50 
     12.60    107.00      1.59     -0.46     46.07      0.00      1.00     31.70     24.44     29.75     31.70      8.41      4.96     13.16      2.10      2.55      0.51 
     12.60    108.00      1.61     -0.50     45.71      0.00      1.00     32.63     24.45     29.58     32.63      8.94      5.06     13.47      2.15      2.50      0.52 
     12.60    109.00      1.62     -0.53     45.36      0.00      1.00     33.57     24.46     29.40     33.57      9.48      5.16     13.77      2.19      2.44      0.53 
     12.60    110.00      1.64     -0.56     44.99      0.00      1.00     34.50     24.46     29.21     34.50     10.01      5.27     14.07      2.23      2.39      0.54 
     12.60    111.00      1.66     -0.59     44.63      0.00      1.00     35.42     24.46     29.02     35.42     10.54      5.37     14.36      2.27      2.34      0.55 
     12.60    112.00      1.67     -0.63     44.26      0.00      1.00     36.34     24.45     28.83     36.34     11.06      5.47     14.66      2.31      2.29      0.56 
     12.60    113.00      1.69     -0.66     43.88      0.00      1.00     37.26     24.44     28.64     37.26     11.58      5.58     14.95      2.35      2.24      0.57 
     12.60    114.00      1.71     -0.69     43.49      0.00      1.00     38.17     24.43     28.44     38.17     12.09      5.68     15.24      2.39      2.19      0.58 
     12.60    115.00      1.72     -0.73     43.10      0.00      1.00     39.08     24.41     28.23     39.08     12.61      5.79     15.52      2.43      2.14      0.59 
     12.60    116.00      1.74     -0.76     42.71      0.00      1.00     39.97     24.38     28.02     39.97     13.13      5.89     15.79      2.47      2.09      0.60 
     12.60    117.00      1.76     -0.80     42.30      0.00      1.00     40.87     24.35     27.81     40.87     13.67      6.00     16.04      2.51      2.05      0.61 
     12.60    118.00      1.77     -0.83     41.89      0.00      1.00     41.75     24.32     27.58     41.75     14.21      6.10     16.28      2.55      2.00      0.62 
     12.60    119.00      1.79     -0.87     41.46      0.00      1.00     42.63     24.28     27.36     42.63     14.77      6.20     16.50      2.58      1.95      0.63 
     12.60    120.00      1.80     -0.90     41.03      0.00      1.00     43.51     24.23     27.12     43.51     15.34      6.30     16.70      2.62      1.91      0.64 
     12.60    121.00      1.82     -0.94     40.59      0.00      1.00     44.37     24.17     26.88     44.37     15.93      6.40     16.87      2.66      1.87      0.64 
     12.60    122.00      1.83     -0.97     40.14      0.00      1.00     45.22     24.11     26.63     45.22     16.53      6.49     17.03      2.69      1.82      0.65 
     12.60    123.00      1.84     -1.00     39.68      0.00      1.00     46.06     24.04     26.38     46.06     17.14      6.59     17.17      2.73      1.78      0.66 
     12.60    124.00      1.86     -1.04     39.20      0.00      1.00     46.89     23.96     26.12     46.89     17.76      6.68     17.29      2.76      1.74      0.67 
     12.60    125.00      1.87     -1.07     38.72      0.00      1.00     47.71     23.88     25.84     47.71     18.39      6.77     17.39      2.79      1.69      0.68 
     12.60    126.00      1.88     -1.11     38.22      0.00      1.00     48.51     23.78     25.56     48.51     19.03      6.86     17.46      2.83      1.65      0.69 
     12.60    127.00      1.89     -1.14     37.71      0.00      1.00     49.30     23.67     25.27     49.30     19.68      6.95     17.52      2.86      1.61      0.69 
     12.60    128.00      1.91     -1.17     37.19      0.00      1.00     50.07     23.56     24.98     50.07     20.33      7.03     17.56      2.89      1.56      0.70 
